Full Export Completed,Partial Result Timestamp,Filters,Media Type,Users,Remote,Date,End Date,Duration,Direction,ANI,DNIS,Queue,Wrap-up,Flow,Conversation ID
YES,,Queue: C_FAKE_WHATSAPP,email,Srta. Vitória Sales,Emanuel Cunha,02/07/25 11:11 PM,08/15/25 09:38 AM,413625,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,d8fc0b1e-ed1c-4073-8f37-4486ae8d67b5
YES,,Queue: C_FAKE_CHAT,message,Daniel Jesus; Natália Almeida,Silveira Carvalho Ltda.,02/05/25 05:38 PM,02/16/25 07:18 AM,1657229,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,7599b3df-889b-4b65-9723-52ce21ecd4d2
YES,,Queue: C_FAKE_WHATSAPP,call,Fernanda Lopes; Luigi Cardoso,Pinto Ribeiro - EI,05/24/25 02:41 AM,07/10/25 03:08 PM,1276921,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,6dbf7fbc-dc35-4b5a-8b68-8c40616cab19
YES,,Queue: C_FAKE_EMAIL,email,Otávio Cardoso,Vieira Cardoso S/A,09/05/25 10:41 AM,07/13/25 09:58 PM,1089181,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,1c77857a-f87a-4edb-9d5a-c3804d39f29f
YES,,Queue: C_FAKE_WHATSAPP,email,Isis Costa; Esther da Cunha,da Costa Costa Ltda.,04/21/25 06:41 AM,01/19/25 02:19 PM,1294341,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,15183e2c-3cca-4de2-b5c1-accc137d97fc
YES,,Queue: C_FAKE_CHAT,message,Sr. Isaac Barros; Maria Vitória Pinto,Nogueira Campos - ME,08/01/25 06:29 PM,04/09/25 08:39 AM,402587,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,2acef9bd-564e-4d79-982a-344fd06c0d92
YES,,Queue: C_FAKE_EMAIL,email,Sr. Vitor Gabriel Sales,Cardoso,01/01/25 06:47 PM,02/23/25 10:55 PM,798050,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,7c8f1e1a-4872-4803-9d00-3081a20c1072
YES,,Queue: C_FAKE_EMAIL,call,Srta. Rafaela Rezende; Maria Cecília Freitas,Marcela Moraes,06/15/25 09:51 AM,06/01/25 03:02 PM,1418824,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,91f97c16-81b6-43bd-8846-8d499ac11a87
YES,,Queue: C_FAKE_EMAIL,email,Clarice Caldeira,Moura S/A,08/18/25 11:05 AM,09/02/25 03:36 AM,600223,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,6ec480b2-573a-492a-bb00-037fb364c1fd
YES,,Queue: C_FAKE_CHAT,email,Isabel Nunes; João Guilherme Moreira,da Conceição,03/13/25 01:09 PM,06/24/25 02:02 AM,1021775,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,74a7c15b-161f-40eb-b972-ff40a35de603
YES,,Queue: C_FAKE_CHAT,call,João Pedro Nunes,Moreira Nunes Ltda.,01/11/25 01:18 AM,04/11/25 01:58 PM,367590,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,79f61159-020b-453b-9fbc-277061fdf942
YES,,Queue: C_FAKE_CHAT,call,Rafael Barbosa,Gonçalves e Filhos,04/17/25 02:06 PM,02/13/25 04:45 AM,993643,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,fca0cd72-014d-4114-b8f4-9961d6bdb561
YES,,Queue: C_FAKE_EMAIL,message,Maitê Peixoto,Francisco Barbosa,07/18/25 07:43 PM,06/22/25 08:26 PM,950262,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,e07fb751-1a44-4ac6-8eda-d670c72cee50
YES,,Queue: C_FAKE_CHAT,email,Alexandre Oliveira,Viana,08/21/25 07:47 PM,01/23/25 09:52 PM,1066220,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,f8d4b975-fcff-4ed9-859e-141cac1ce3b2
YES,,Queue: C_FAKE_EMAIL,message,Luigi Cunha,Almeida Ribeiro - ME,03/07/25 10:32 AM,03/16/25 03:11 PM,204448,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,1f28b08d-1c7f-4315-b859-75b0806272a1
YES,,Queue: C_FAKE_CHAT,email,Sr. Daniel Dias; Marcos Vinicius da Conceição,da Luz da Costa Ltda.,01/06/25 02:45 AM,07/28/25 04:20 AM,1094233,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,ddc7af59-53a5-4fb6-b896-3d04471886d9
YES,,Queue: C_FAKE_WHATSAPP,message,Luiz Miguel da Mota,Jesus,01/13/25 09:47 AM,01/01/25 12:00 PM,279809,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,b9ee2247-09fc-4dac-979e-f85745de0e0b
YES,,Queue: C_FAKE_WHATSAPP,email,Emanuelly Porto,Yasmin Correia,03/30/25 02:43 PM,05/25/25 08:51 PM,992566,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,b45c25af-1a0e-4e79-8821-1db0e3d0ef71
YES,,Queue: C_FAKE_EMAIL,message,Felipe Monteiro; Alice Lopes,Ian Pires,02/26/25 01:15 PM,03/05/25 11:24 PM,784873,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,9790808a-87d6-4a5b-a4a4-11c9c421fa75
YES,,Queue: C_FAKE_EMAIL,call,Alexandre Pinto,Cauã Moreira,07/10/25 01:18 AM,08/05/25 03:11 AM,1717781,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,c25905bf-994a-404f-8a7a-b509fb04f274
YES,,Queue: C_FAKE_CHAT,message,Marcela Duarte,Costela - EI,01/07/25 04:15 PM,01/29/25 06:25 AM,1852362,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,1a321483-4cd3-4b05-a51b-c4b406132523
YES,,Queue: C_FAKE_CHAT,message,Esther Melo,Jesus Cardoso - EI,05/10/25 07:00 AM,02/19/25 12:42 AM,1456817,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,c2cda60a-82b2-485a-8319-cd6fc9617519
YES,,Queue: C_FAKE_EMAIL,email,Pietro Ferreira; Lucas Oliveira,Gomes,09/02/25 04:54 AM,02/20/25 01:22 AM,841449,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,15c2b871-2cdf-4e10-8952-56f88cf44c1c
YES,,Queue: C_FAKE_EMAIL,message,Maitê das Neves; João Pedro das Neves,Sales,08/06/25 04:32 AM,09/07/25 12:18 PM,273277,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,ac76dac0-0662-4d8a-b7d3-48efb5dab58c
YES,,Queue: C_FAKE_CHAT,email,Lucas Gabriel Correia; Bianca Castro,Rafael Pires,04/08/25 07:35 AM,04/04/25 12:46 AM,1089035,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,98a494d1-670a-42c8-b872-76f0d26fdb7e
YES,,Queue: C_FAKE_CHAT,email,Alana Lopes; Dr. João Felipe Sales,Lima,01/09/25 02:23 AM,07/31/25 01:15 PM,1126597,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,936f017a-2fc3-46b1-873b-dfcbc2728e4a
YES,,Queue: C_FAKE_CHAT,call,Srta. Kamilly Pinto; Maysa Barros,Sra. Isabella da Costa,07/21/25 09:05 PM,08/25/25 12:31 AM,522191,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,03c82477-6ddc-43ff-8b10-96c0cd0e823c
YES,,Queue: C_FAKE_EMAIL,call,Ana Clara Barros; Helena Peixoto,Eduarda Dias,06/25/25 04:10 PM,04/17/25 03:58 AM,576131,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,0b1134bb-e4c8-44a7-b1ad-673d5f0a8b79
YES,,Queue: C_FAKE_EMAIL,email,João Lopes,Leonardo Peixoto,02/06/25 04:59 AM,03/28/25 11:26 AM,1790816,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,11b154fc-8f65-4132-a9f4-2e236b12bd63
YES,,Queue: C_FAKE_CHAT,call,Nicolas Vieira,Cunha Ltda.,03/27/25 10:06 AM,09/04/25 02:47 PM,402570,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,31c78f1c-47c5-44e3-8314-48cb053f349f
YES,,Queue: C_FAKE_CHAT,message,Rebeca Nunes,Novaes Gonçalves Ltda.,04/28/25 12:15 AM,06/28/25 01:56 PM,395906,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,dc14124d-7fb7-491d-965d-7815c61c79b4
YES,,Queue: C_FAKE_EMAIL,message,Igor Alves; Esther da Mata,Vinicius da Conceição,04/08/25 07:07 AM,03/09/25 02:48 PM,1082630,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,01387010-8325-4783-8d2d-e4cb366c6b8a
YES,,Queue: C_FAKE_EMAIL,email,Guilherme Cardoso,Rafaela Costela,04/30/25 01:02 PM,02/12/25 10:58 PM,1059012,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,3f21360a-578d-465f-94bc-0607b85b81c2
YES,,Queue: C_FAKE_CHAT,email,Maria Vitória Cavalcanti,Dr. Ian Ramos,04/20/25 10:27 AM,08/16/25 04:12 AM,1910775,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,2c92f14d-6259-44b2-875f-0f97ed9c52a7
YES,,Queue: C_FAKE_WHATSAPP,call,Maria Fernanda Nascimento,da Cruz Ltda.,03/05/25 09:38 PM,05/24/25 06:36 AM,651719,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,ff2af7ad-3d39-45bb-8fba-257b73c1f6a2
YES,,Queue: C_FAKE_WHATSAPP,message,Enzo Gabriel da Conceição,Vitória Mendes,08/21/25 10:23 PM,04/24/25 01:24 AM,770247,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,38e4cbdf-ee50-4b8d-ae68-92435bdcb2a9
YES,,Queue: C_FAKE_WHATSAPP,message,Igor Teixeira; Luiz Miguel Nogueira,Augusto Freitas,01/08/25 08:47 PM,02/24/25 07:13 AM,449829,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,2f0ee497-646e-4d6b-af61-9f659ae7e3fd
YES,,Queue: C_FAKE_EMAIL,message,Dra. Maria Vitória Carvalho,da Cruz,02/08/25 12:41 PM,07/08/25 12:00 PM,1386479,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,99a93fad-282f-47e5-b386-fc844ba548a8
YES,,Queue: C_FAKE_WHATSAPP,email,Cauê Araújo,Carvalho,06/08/25 04:02 AM,06/30/25 04:53 AM,1602258,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,2d44f50e-c4e3-45ed-ad77-ed378aa499b7
YES,,Queue: C_FAKE_EMAIL,email,João Gabriel Duarte; Camila Nunes,da Rocha,07/04/25 09:49 AM,01/02/25 10:10 PM,822520,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,204ec480-fc77-4405-b8a6-8341656e5a10
YES,,Queue: C_FAKE_EMAIL,call,Sr. Enrico Costa,Nicolas da Cruz,07/14/25 05:22 AM,01/18/25 12:54 PM,431627,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,f007eee0-c7bd-4b63-8819-7b4c4d547b96
YES,,Queue: C_FAKE_EMAIL,call,Sr. Diego da Costa,Kaique Castro,08/16/25 04:57 AM,01/19/25 10:22 PM,1178642,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,a49acb02-3d46-4a7f-9392-81001b32bc3b
YES,,Queue: C_FAKE_CHAT,email,Enrico Moura,Clarice Rodrigues,08/23/25 03:30 PM,07/09/25 05:09 AM,230538,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,00871d18-0fd1-4e3b-9a8c-449215b25915
YES,,Queue: C_FAKE_WHATSAPP,email,Pedro Aragão; Thales Mendes,Castro,05/27/25 07:52 AM,02/26/25 06:54 PM,379548,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,60671542-572b-4bf9-9778-c1a02f281d8e
YES,,Queue: C_FAKE_CHAT,email,Dra. Nicole Freitas; Sra. Ana Clara Silva,Sra. Isabella Lima,01/01/25 10:54 PM,06/24/25 01:36 PM,242228,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,cfd86194-9f24-44ca-bf5c-381594516729
YES,,Queue: C_FAKE_CHAT,email,Enzo Almeida; Yago Monteiro,Srta. Beatriz Dias,02/02/25 04:09 AM,05/30/25 01:07 PM,984801,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,7729407f-77fe-4c7b-a0a5-741ea6a0b2d0
YES,,Queue: C_FAKE_WHATSAPP,email,Stella Cardoso; Isaac Nascimento,Leonardo Gomes,04/06/25 04:09 AM,06/22/25 09:48 AM,182504,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,1e46ecdc-bd76-4a7d-8849-7cca034a0aab
YES,,Queue: C_FAKE_CHAT,message,Evelyn Moraes,Renan Cavalcanti,02/01/25 04:15 AM,06/25/25 06:58 AM,931022,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,f81d4272-6d8b-443e-bfbb-667df95a5a97
YES,,Queue: C_FAKE_EMAIL,message,Raquel Pereira,Caldeira,05/14/25 07:54 PM,03/10/25 03:51 PM,1185673,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,e575eeb5-a5ea-4d8f-b88e-f5c1a8a94ed5
YES,,Queue: C_FAKE_EMAIL,message,Ana Clara Costela; Yuri da Cruz,Martins - ME,08/01/25 02:30 PM,01/22/25 08:06 AM,1144900,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,cc1241a5-12fd-46db-a984-af6c6822b2cd
YES,,Queue: C_FAKE_EMAIL,call,Dra. Ana Carolina da Costa,Felipe Campos,02/14/25 05:24 AM,06/01/25 06:26 PM,709122,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,ae044525-8c0e-4204-a045-b3f37a7c61f7
YES,,Queue: C_FAKE_WHATSAPP,message,Alice Nogueira,Luana Pereira,03/21/25 10:03 AM,05/11/25 05:13 AM,889031,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,32cbd134-26b2-4c9a-a2af-08443efebc12
YES,,Queue: C_FAKE_CHAT,email,Luiza Costa,Isabella da Costa,01/28/25 07:28 PM,02/23/25 02:48 PM,1839736,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,844e19ff-a2c1-4893-9198-a56060e8b47c
YES,,Queue: C_FAKE_EMAIL,message,Sra. Melissa Silva,Dr. Enzo Gabriel Sales,02/02/25 12:57 PM,02/02/25 06:47 AM,1482878,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,9b34c649-26f8-43c6-9886-8d4d493bafc4
YES,,Queue: C_FAKE_CHAT,email,Diogo Aragão; Antônio Farias,Mendes,04/06/25 09:41 AM,08/10/25 06:53 AM,1119530,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,e869c41d-9089-44b1-89b2-1c3bc099739c
YES,,Queue: C_FAKE_EMAIL,message,Srta. Elisa Cardoso; Danilo Ferreira,Isabel Santos,05/28/25 02:46 PM,05/28/25 01:45 PM,647521,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,f88cd2b0-2076-4df3-b56c-d31f9cd3bbe5
YES,,Queue: C_FAKE_CHAT,message,Sophia Teixeira; Sra. Ana Lívia Rodrigues,Maria Clara da Paz,07/12/25 11:44 PM,06/10/25 06:57 AM,1753365,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,e1e3f5cf-1252-453b-91f3-b11c57adfb93
YES,,Queue: C_FAKE_WHATSAPP,message,Sr. Luiz Miguel Cunha,Caio Castro,04/17/25 05:14 PM,01/12/25 06:43 PM,1519330,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,5a64b5e8-cdc7-43a0-a349-2ba3d084b7df
YES,,Queue: C_FAKE_CHAT,message,Samuel Pereira; Evelyn da Mata,Laura das Neves,05/24/25 05:28 AM,01/25/25 04:55 PM,1703344,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,2ede3ede-7ce3-4a45-a4fd-f258ce3413ea
YES,,Queue: C_FAKE_WHATSAPP,message,Ian Monteiro; Felipe Rodrigues,Dr. Ian Nogueira,08/27/25 07:07 AM,07/02/25 05:50 AM,604703,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,8768462a-429b-41a5-a925-c72bfa38b5d4
YES,,Queue: C_FAKE_WHATSAPP,email,Maitê Gonçalves; Lara da Cruz,Guilherme Gomes,05/23/25 06:21 PM,02/16/25 05:24 PM,1262493,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,a01f1549-6823-4869-8e8c-378e058cd5ca
YES,,Queue: C_FAKE_WHATSAPP,call,Ian Almeida,Costela,08/09/25 09:19 AM,06/12/25 03:33 PM,1644983,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,edc6722f-88a9-44a1-a211-5e1753b5af5a
YES,,Queue: C_FAKE_WHATSAPP,message,Sr. Danilo Barros,Costela,06/23/25 05:13 PM,06/12/25 07:01 AM,1915689,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,98e725ea-2de8-4ea2-be00-2a34b60199e4
YES,,Queue: C_FAKE_CHAT,call,Vicente Lopes; Srta. Mariana Pires,Stephany da Rosa,04/10/25 11:08 PM,04/15/25 01:58 PM,1326964,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,2188966e-12ac-4cff-a373-9fe7ddd12868
YES,,Queue: C_FAKE_WHATSAPP,call,Ana Sophia Jesus; Valentina Moura,Diego da Conceição,03/18/25 01:46 AM,04/24/25 04:13 PM,832555,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,8cd39b4e-7622-4679-be51-471be49a4f58
YES,,Queue: C_FAKE_EMAIL,message,Dra. Natália Almeida; João Felipe Sales,Cunha,05/26/25 02:01 AM,02/15/25 03:13 AM,634979,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,b2b7a188-4a93-43ba-850e-7e3add305848
YES,,Queue: C_FAKE_CHAT,email,Ana Beatriz Ramos; Emanuel Dias,Mariana Souza,02/22/25 12:32 AM,02/06/25 08:28 AM,1024570,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,ae3e0c98-8e35-490d-b3e9-9f684ae8285c
YES,,Queue: C_FAKE_EMAIL,call,Yago Farias,Pires da Costa e Filhos,01/22/25 06:53 PM,08/09/25 08:25 AM,817940,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,51106091-450c-4687-b402-4e90b2df1a53
YES,,Queue: C_FAKE_EMAIL,call,Theo Novaes,Nunes,06/22/25 10:11 PM,01/05/25 01:31 PM,1576721,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,a150ddd7-6830-463b-b277-22a7653a8465
YES,,Queue: C_FAKE_EMAIL,email,Raul Cunha; Lara da Paz,Correia S/A,02/23/25 05:13 PM,02/28/25 08:32 PM,563054,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,d74c8860-f2fb-42c6-925b-53f506edd6bb
YES,,Queue: C_FAKE_WHATSAPP,call,Thiago Silveira; Luiz Fernando Fogaça,João Pedro Fernandes,07/30/25 10:24 PM,03/21/25 01:07 AM,666099,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,36677765-c0b3-413a-be2b-7fe8346030ec
YES,,Queue: C_FAKE_WHATSAPP,email,Lavínia Nascimento,Silva S.A.,07/29/25 07:33 PM,08/24/25 01:21 AM,461007,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,bd74f9d3-b949-4125-bfaf-15be67ccfdf3
YES,,Queue: C_FAKE_CHAT,call,Ana Júlia da Rocha; Alana Melo,Nicole Fernandes,08/24/25 01:49 PM,04/22/25 02:05 AM,1252267,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,ea7dbecd-e06f-40d4-af53-5f89e401ce0f
YES,,Queue: C_FAKE_WHATSAPP,call,Beatriz Araújo,Peixoto,04/19/25 05:09 PM,08/09/25 04:33 PM,992987,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,1d1d0eaa-0d4f-4743-957d-5102b716d761
YES,,Queue: C_FAKE_WHATSAPP,call,Danilo Ferreira,Isadora Carvalho,08/08/25 12:09 AM,03/25/25 01:20 PM,898184,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,a7308128-d32a-40f6-8cc7-754d5fcb995b
YES,,Queue: C_FAKE_WHATSAPP,call,Breno Cavalcanti; Dr. João Vitor Correia,Monteiro,07/26/25 01:30 AM,09/07/25 10:30 AM,1469943,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,0c7d5796-e0b5-4dd0-8a77-fcc00f5d1a02
YES,,Queue: C_FAKE_CHAT,email,Luiz Miguel Silva; Maysa Azevedo,Fernando Campos,01/24/25 06:54 PM,04/20/25 10:59 AM,253947,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,105a1242-3df3-4349-859d-cfb50fba4244
YES,,Queue: C_FAKE_CHAT,call,Dr. João Pedro Silva,Cardoso,03/24/25 10:40 PM,05/09/25 05:25 AM,1684777,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,a78f49f2-a261-46dc-85be-ac2f30e0ee79
YES,,Queue: C_FAKE_CHAT,call,Guilherme Silva,Rocha Lima - ME,05/05/25 03:59 AM,05/17/25 07:20 PM,1734974,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,0ac4a07c-3274-4991-8cc8-c8078174a096
YES,,Queue: C_FAKE_EMAIL,email,Maysa Alves; João Silveira,Dr. Gustavo Henrique Porto,02/12/25 05:10 PM,07/09/25 03:42 AM,852932,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,8c85af35-7367-42c7-90cd-e5c3d73e5632
YES,,Queue: C_FAKE_CHAT,call,Arthur Carvalho,da Costa - ME,02/09/25 09:18 PM,06/07/25 04:59 AM,688843,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,b1a4675d-86f1-46d9-9b37-16cfe5bfca33
YES,,Queue: C_FAKE_EMAIL,email,Melissa da Rocha,Cavalcanti,06/19/25 07:10 AM,02/06/25 06:38 AM,1321381,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,ed871e96-8415-4038-9da5-f6751b50e4d6
YES,,Queue: C_FAKE_EMAIL,message,Lara Silveira,Ana Sophia Cardoso,08/09/25 09:08 PM,08/10/25 08:46 PM,473199,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,62a84555-d4e4-485e-939c-2bfc78536a36
YES,,Queue: C_FAKE_WHATSAPP,email,Isabella Silveira,da Paz da Cruz - ME,01/26/25 12:06 PM,07/05/25 01:12 AM,1292697,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,5223111f-b82b-4912-8aab-d482deaa3d09
YES,,Queue: C_FAKE_EMAIL,call,Isaac Teixeira,João Lucas da Mota,04/10/25 06:12 AM,05/19/25 11:09 AM,1335349,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,968b42cc-1125-42b3-8a03-abeba4c487d5
