Full Export Completed,Partial Result Timestamp,Filters,Media Type,Users,Remote,Date,End Date,Duration,Direction,ANI,DNIS,Queue,Wrap-up,Flow,Conversation ID
YES,,Queue: C_FAKE_EMAIL,message,Diogo Sales,Teixeira da Rosa Ltda.,02/07/25 03:47 PM,03/02/25 01:38 AM,1364927,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,2d4b2c13-92f0-4e83-9fc9-7e6499872384
YES,,Queue: C_FAKE_EMAIL,call,Rafaela da Luz; Brenda Pires,Azevedo - EI,02/16/25 05:07 PM,05/02/25 12:55 AM,1538876,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,595b9abc-1b97-4332-8a9b-37f0ef5e4a66
YES,,Queue: C_FAKE_CHAT,email,Carolina Silveira,Castro Sales S.A.,08/23/25 09:03 AM,03/02/25 07:03 AM,1600174,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,565fa125-eb85-405d-9cfa-2010ff51cc96
YES,,Queue: C_FAKE_EMAIL,email,Mirella Vieira,Valentina Porto,02/15/25 04:45 AM,08/04/25 07:57 AM,473221,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,5d9e1717-3f08-4a9e-969d-b57e10c238ba
YES,,Queue: C_FAKE_CHAT,email,Erick Rodrigues,Nunes Barbosa Ltda.,01/23/25 06:25 PM,07/06/25 01:52 PM,1728128,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,a8df7aa5-e8e0-4199-97f6-4255cf979ff0
YES,,Queue: C_FAKE_EMAIL,message,Dra. Ana Luiza Silveira; Rafael Martins,Viana,09/07/25 07:02 PM,03/20/25 12:49 AM,1714340,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,72a9dfa1-22ae-4888-9200-41ca4855f44a
YES,,Queue: C_FAKE_EMAIL,email,Gustavo Pereira; Larissa Nascimento,Luigi Araújo,07/10/25 06:40 PM,02/10/25 12:19 PM,863445,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,9c12e3c9-7bee-4582-8fae-46a9524ec63c
YES,,Queue: C_FAKE_WHATSAPP,message,Gabriela Sales,Vitor Caldeira,07/24/25 09:07 PM,01/17/25 04:02 AM,1190875,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,4e9f67a7-16d4-4dff-b260-2a263025f041
YES,,Queue: C_FAKE_WHATSAPP,email,Sofia Viana,Lopes Barros - EI,01/11/25 08:38 PM,01/19/25 08:00 AM,319073,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,30306e86-6288-45da-8d8d-dd2df77e1ee6
YES,,Queue: C_FAKE_EMAIL,email,Sr. Rodrigo Pinto,Dra. Marcela da Luz,07/17/25 01:51 PM,05/25/25 12:19 AM,924341,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,e92126db-0b72-40ef-b2fd-aa38ae5ec1fc
YES,,Queue: C_FAKE_CHAT,message,Caio Ramos,Enzo Gabriel Lopes,01/29/25 08:04 AM,03/21/25 01:45 AM,1575771,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,a3f2a3db-9236-448e-b4ec-b64f7eca5b2d
YES,,Queue: C_FAKE_EMAIL,call,Alana Barbosa; Cecília Correia,Almeida,04/04/25 08:34 AM,05/09/25 10:49 AM,1777044,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,63d18504-fcb1-4281-ad53-a810fc01c46c
YES,,Queue: C_FAKE_EMAIL,message,João Lucas Nunes; Davi Lucas da Conceição,Ferreira Pereira e Filhos,08/10/25 01:48 PM,09/01/25 04:31 AM,151999,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,e0f13db6-f0b5-47b3-b472-c59e4f4b1252
YES,,Queue: C_FAKE_WHATSAPP,call,Sarah Fogaça; Olivia Alves,Oliveira,05/27/25 11:07 AM,04/18/25 11:57 PM,443288,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,d114dda1-3082-47e6-a6ac-e778d7b6e0a3
YES,,Queue: C_FAKE_EMAIL,message,Eloah Alves; Olivia Novaes,Porto S.A.,03/28/25 02:16 PM,01/28/25 09:20 AM,1458293,Inbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,28af3b73-1d82-42a8-9d48-0843a3398f8e
YES,,Queue: C_FAKE_EMAIL,email,Ana Clara da Mata; Giovanna da Cunha,Sra. Nina Novaes,04/21/25 02:35 PM,07/28/25 06:18 AM,1920278,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,91f29ea4-db02-4414-88e2-6a534954105b
YES,,Queue: C_FAKE_CHAT,message,Calebe Costa; Catarina Carvalho,Luna da Paz,02/19/25 08:47 AM,07/21/25 06:12 AM,509142,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,7a93ef0e-780d-40b6-8923-51d9fedceb65
YES,,Queue: C_FAKE_CHAT,call,Carlos Eduardo Dias; João Pedro da Mata,Campos S.A.,06/19/25 07:20 AM,08/27/25 11:12 PM,1853920,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,248bd5aa-bd04-43f0-b027-e1f15ef36d4d
YES,,Queue: C_FAKE_CHAT,email,Maria Vitória Barbosa; Lívia da Mota,Thiago Lopes,01/17/25 11:51 PM,08/09/25 09:36 PM,451814,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,57628c84-2718-4985-b2d6-c18c03a3574a
YES,,Queue: C_FAKE_EMAIL,call,Davi Monteiro; Catarina Caldeira,Isis da Costa,04/24/25 07:49 AM,07/16/25 08:28 AM,1380280,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,a091129b-2f18-45b1-b9a9-0a45104b5372
YES,,Queue: C_FAKE_CHAT,email,Isaac Pires; Leonardo Campos,Souza Gomes - EI,03/04/25 01:32 PM,02/25/25 04:14 PM,915636,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,0e84c070-514b-40a9-b6d4-461c8c1046bf
YES,,Queue: C_FAKE_WHATSAPP,call,Rodrigo Campos,Silveira,07/27/25 11:47 AM,01/07/25 06:45 PM,1336968,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,b95d43d6-2b7f-40a5-b871-89e19e5baabf
YES,,Queue: C_FAKE_CHAT,message,Dr. Arthur da Conceição; Rodrigo Dias,João Miguel Almeida,08/07/25 12:51 PM,01/23/25 04:29 PM,1460352,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,9123f2c5-c4c9-4949-a334-fca6d04f0a71
YES,,Queue: C_FAKE_EMAIL,message,Enzo Gabriel Azevedo,Maria Cecília Cardoso,01/08/25 04:29 PM,07/05/25 12:37 AM,347652,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,62d47bff-a510-47b4-924d-4a86efed0e52
YES,,Queue: C_FAKE_CHAT,email,Rodrigo Nogueira; Sofia Duarte,Luiza Fernandes,05/15/25 12:59 AM,09/05/25 06:27 AM,1660560,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,e6092042-eb5f-4944-baa8-34197479d994
YES,,Queue: C_FAKE_WHATSAPP,email,Lorenzo Teixeira,das Neves,02/26/25 01:58 AM,04/22/25 09:45 AM,1600033,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,f689c4c2-2ca2-4887-bb21-68c4a3188a65
YES,,Queue: C_FAKE_CHAT,email,Eloah da Cruz; Sr. Leandro Jesus,Barbosa Ramos - ME,07/30/25 07:07 AM,03/30/25 03:39 AM,1092934,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,d7131c2e-2001-465b-a6f8-9b87fccc1a7d
YES,,Queue: C_FAKE_CHAT,call,Isabella da Rocha; Kamilly Peixoto,Porto,06/22/25 09:22 AM,05/31/25 08:32 PM,137180,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,537574b0-567a-45f8-9d12-490e76a90f78
YES,,Queue: C_FAKE_CHAT,call,Juliana Cunha; Dra. Cecília Farias,da Mota da Mota e Filhos,08/29/25 08:20 AM,05/22/25 03:16 AM,1205070,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,dcc8c801-8c57-4243-b69f-ce1ae67d9f00
YES,,Queue: C_FAKE_EMAIL,message,Isadora Lima; João Vitor da Conceição,Cavalcanti,07/30/25 07:31 PM,06/25/25 03:55 PM,1129922,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,f4aae84a-d538-4419-a798-d9bf4ce1ca16
YES,,Queue: C_FAKE_EMAIL,email,Júlia Barros,da Rosa Mendes - EI,03/02/25 08:43 PM,05/30/25 05:50 AM,663506,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,2e292386-6e89-4265-847a-efa5efe739dd
YES,,Queue: C_FAKE_WHATSAPP,message,Alice da Rocha; Maria Fernanda da Luz,da Costa,09/07/25 12:46 AM,06/06/25 01:45 AM,454182,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,32a3a8fb-cd03-4402-8827-e7c09337bb34
YES,,Queue: C_FAKE_WHATSAPP,call,Juan Lopes; Elisa Costela,Gabrielly Souza,09/01/25 10:10 PM,01/14/25 05:02 PM,1782252,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,10bb5ed3-c976-4bdf-98d9-39ebad1abfd5
YES,,Queue: C_FAKE_EMAIL,email,Anthony Alves; Isaac Carvalho,Dr. Eduardo da Costa,03/24/25 05:24 PM,04/30/25 10:41 AM,666967,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,9f8c1c81-5ce9-43d3-90e6-e383d736b50e
YES,,Queue: C_FAKE_EMAIL,email,Dr. Lucas Mendes,Srta. Evelyn Jesus,02/09/25 10:02 AM,08/07/25 05:10 AM,1563559,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,26ea945e-e16c-47ac-a69b-f25c28e9772b
YES,,Queue: C_FAKE_WHATSAPP,call,Kaique Costa,da Cruz,08/07/25 03:05 AM,08/03/25 12:00 PM,905231,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,fbb9bf21-b32a-4228-b835-9656a0f155fb
YES,,Queue: C_FAKE_EMAIL,call,Ryan Farias,Rafael da Conceição,06/22/25 06:48 PM,02/07/25 04:44 PM,1718647,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,e156df17-22b6-495e-8a14-b309c173d1d9
YES,,Queue: C_FAKE_CHAT,email,Lorena Nascimento,da Cunha,01/08/25 05:59 PM,08/16/25 03:33 PM,1638148,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,5cc53673-d165-4869-bcde-b1c8b028bafc
YES,,Queue: C_FAKE_CHAT,email,Maria Luiza da Mata,Alexia Rodrigues,08/09/25 02:48 AM,05/14/25 12:43 PM,1728661,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,15c33fae-fce1-46a1-96fb-9a22e2b6ef5d
YES,,Queue: C_FAKE_EMAIL,message,Sr. Davi Cunha; Fernanda Novaes,Carlos Eduardo da Paz,09/04/25 07:23 AM,05/05/25 01:07 PM,792019,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,f2e20d2f-caf3-4094-b61e-d8af4ad76a0d
YES,,Queue: C_FAKE_CHAT,email,João Gabriel Sales,Peixoto S.A.,05/22/25 08:03 PM,04/09/25 03:28 AM,960075,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,fb66bcaf-47be-40eb-836f-ad3831286dc8
YES,,Queue: C_FAKE_CHAT,email,Alice Rodrigues; Sr. Benjamin Duarte,Sra. Emanuella Porto,06/18/25 03:23 AM,05/12/25 01:53 AM,1300362,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,febea834-bfff-4800-85d8-9da60a5b4eb2
YES,,Queue: C_FAKE_WHATSAPP,email,Laís Cardoso,Vieira,01/13/25 04:25 AM,02/20/25 05:44 PM,1927528,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,9fc9953a-ed32-4036-ba6e-8103df3e03c2
YES,,Queue: C_FAKE_CHAT,message,Vicente Aragão; João Miguel da Paz,Isis Nogueira,01/14/25 11:23 PM,04/15/25 11:13 PM,998886,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,5de63467-55ec-4b78-a009-4db3b265293e
YES,,Queue: C_FAKE_CHAT,message,Valentina Pereira; Rafaela Mendes,Monteiro Ferreira - EI,03/16/25 09:59 PM,07/09/25 08:13 PM,1524241,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,e9d1c994-1553-4cc9-8444-a6bd4819a23a
YES,,Queue: C_FAKE_EMAIL,message,Natália Cardoso,Silva,02/14/25 02:07 AM,01/09/25 10:26 PM,1336855,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,c316959c-ce64-4ebe-a0e7-118acf8da52b
YES,,Queue: C_FAKE_CHAT,email,Felipe Cardoso,Moura Campos S.A.,08/11/25 02:34 AM,04/03/25 12:29 AM,832878,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,134e2bd9-dd1a-4072-965e-ffd1c7647651
YES,,Queue: C_FAKE_WHATSAPP,message,Thiago Alves,Sra. Mariane Cardoso,03/02/25 04:17 PM,08/15/25 07:40 AM,461911,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,f81793a1-df10-40ab-b734-7784a049d164
YES,,Queue: C_FAKE_CHAT,email,Marina Melo,Ana Lívia Costa,01/22/25 07:30 PM,02/23/25 08:55 PM,149810,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,ed3329b7-befe-4e22-ab02-30a03313d402
YES,,Queue: C_FAKE_EMAIL,email,Diego Carvalho; Srta. Agatha Pinto,da Rocha Barros e Filhos,01/31/25 08:10 PM,05/31/25 06:10 AM,1831009,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,3150c323-8782-4633-a01d-9aeb52060f1c
YES,,Queue: C_FAKE_CHAT,call,Catarina Sales; Rafaela da Mata,Gomes,08/18/25 08:05 PM,01/24/25 07:02 PM,162999,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,019dc12d-81f1-4d04-af57-6e777148c007
YES,,Queue: C_FAKE_CHAT,message,Davi da Paz; Danilo Viana,Caroline Costa,01/30/25 10:19 AM,03/15/25 02:08 AM,1876025,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,c19bf990-5247-4092-993e-eb082fe26180
YES,,Queue: C_FAKE_EMAIL,email,Davi Lucca Novaes,Maria Sophia Gonçalves,08/22/25 02:53 PM,06/10/25 02:44 AM,476570,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,37dfc571-4910-4c10-a3fe-085b81b41b37
YES,,Queue: C_FAKE_WHATSAPP,message,Eloah Monteiro,Souza Almeida e Filhos,04/08/25 05:43 PM,04/20/25 07:17 AM,1216521,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,0fc64cf0-108d-4f04-a948-9bdac1199d43
YES,,Queue: C_FAKE_WHATSAPP,message,Luiz Felipe Monteiro,Pinto S/A,06/23/25 04:23 AM,01/05/25 03:50 PM,782527,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v1,16965a15-acac-4b18-be88-64abfa27a8f8
YES,,Queue: C_FAKE_CHAT,message,Dr. Samuel Campos; Emanuella Lopes,Moraes,07/06/25 02:06 PM,05/24/25 08:46 PM,1231614,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,7d34d5ec-c36f-4008-8cdc-ffaf7fec01d8
YES,,Queue: C_FAKE_CHAT,call,Sr. Enzo da Cunha; Ryan Moraes,Letícia Rezende,05/06/25 11:19 PM,06/06/25 02:29 PM,1003649,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,76e26e93-e62a-4bfe-9e61-f70d76b00d9f
YES,,Queue: C_FAKE_WHATSAPP,call,Brenda da Conceição; Sra. Kamilly Araújo,Lopes Nascimento e Filhos,02/28/25 12:21 AM,06/05/25 02:50 AM,1274993,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,ca978f1d-6f33-4c5e-8392-3cfa5d9f2c8c
YES,,Queue: C_FAKE_EMAIL,message,Camila da Costa,Carolina da Rosa,02/06/25 08:01 PM,01/07/25 08:45 AM,920015,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,45590d60-265f-45c1-b8e7-e190642bb07d
YES,,Queue: C_FAKE_EMAIL,message,Sr. Anthony Sales; Bruna Jesus,Emilly Dias,03/15/25 06:25 PM,07/08/25 10:49 PM,1749379,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,6ecfaab4-7fc7-4f6a-b946-51309b58e20a
YES,,Queue: C_FAKE_EMAIL,call,Bruna Rodrigues,Ana Carolina Moraes,02/11/25 04:05 AM,01/26/25 11:36 PM,1333387,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,7a09071c-b4bd-4eed-92c2-a44bf3f48d53
YES,,Queue: C_FAKE_CHAT,call,Evelyn da Conceição,Luiz Henrique Sales,03/26/25 01:01 AM,06/11/25 04:37 PM,218642,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,4ed9974f-f4f4-4fdc-8351-d8007d91dbcc
YES,,Queue: C_FAKE_WHATSAPP,email,Bruna Mendes; Gabriela Pereira,Ana Vitória Costela,07/25/25 04:34 PM,04/20/25 11:28 AM,390667,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,ce9fb278-5f94-4c43-b989-a88457522610
YES,,Queue: C_FAKE_WHATSAPP,message,Srta. Isadora Ribeiro,Aragão - ME,05/24/25 04:43 PM,06/11/25 10:43 PM,1597986,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,5381e235-f1cf-483f-b59e-e84a3f010e25
YES,,Queue: C_FAKE_EMAIL,email,Srta. Gabrielly Ribeiro; Matheus Mendes,Vitória Melo,03/17/25 11:43 AM,02/19/25 08:57 AM,1800288,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,a1f76e1c-c816-4e32-9263-a195f7294c21
YES,,Queue: C_FAKE_CHAT,message,Daniela Duarte; Luigi Ribeiro,Lopes - EI,02/07/25 02:53 AM,05/30/25 04:28 AM,1784062,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,5257fa5d-9fa4-454f-a5fa-9f8dc00c9ab9
YES,,Queue: C_FAKE_WHATSAPP,email,Luiz Miguel Rodrigues,Fogaça,01/26/25 11:47 PM,06/24/25 01:30 PM,175582,Inbound/Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,ca916df7-3174-4b78-8705-dd1e63bb48b6
YES,,Queue: C_FAKE_EMAIL,message,Theo da Conceição,Sr. Lucas Farias,03/28/25 05:37 PM,09/03/25 08:38 PM,1002950,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,d32880c7-5b2d-407e-93c4-525400c818ba
YES,,Queue: C_FAKE_CHAT,message,Luana da Conceição,Ian Rodrigues,05/03/25 12:15 AM,08/23/25 08:52 PM,448737,Inbound/Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,d2fa9b0a-3337-45f9-894b-9f90e21a47b9
YES,,Queue: C_FAKE_EMAIL,email,Caroline Costa; Thomas Caldeira,Srta. Marcela Santos,04/20/25 04:40 PM,04/07/25 09:38 AM,547392,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,b35d8adb-6c49-48d4-a042-1eb5ca6beccd
YES,,Queue: C_FAKE_CHAT,message,Heitor Ferreira; Danilo Gonçalves,Araújo e Filhos,09/08/25 02:24 AM,06/13/25 03:56 PM,1971739,Inbound/Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,c69aa024-7706-4602-9e5e-a4cd1426512f
YES,,Queue: C_FAKE_WHATSAPP,message,Levi Nascimento,Bruna Pires,05/02/25 11:30 PM,02/11/25 08:15 PM,1545819,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,46a49f8d-74b8-4222-8607-81e5efd8dfa9
YES,,Queue: C_FAKE_WHATSAPP,email,Thales Ramos,da Cruz,08/16/25 06:23 PM,02/19/25 10:02 PM,1002479,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,1fb8e3c2-0457-4e35-b4c3-559b52a343b8
YES,,Queue: C_FAKE_WHATSAPP,call,Igor Vieira; Isadora da Conceição,Nascimento,08/02/25 03:33 PM,01/10/25 09:21 PM,307836,Inbound/Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,52ea13b8-a575-45c7-af2b-a37ea0fef51e
YES,,Queue: C_FAKE_EMAIL,email,Camila Martins,Sophie Azevedo,09/07/25 10:58 PM,04/20/25 08:54 PM,1030777,Outbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,918b2860-c1a9-4b3b-90cc-44af52f2978f
YES,,Queue: C_FAKE_CHAT,email,Luiz Gustavo Caldeira; Dra. Raquel Costela,Ana Clara Campos,02/24/25 08:04 AM,02/28/25 08:44 PM,957081,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v2,f0abe316-29d3-4291-85d4-f2c11a2d4453
YES,,Queue: C_FAKE_EMAIL,call,Srta. Ana Laura Moreira; Dr. Bruno Oliveira,Campos,07/11/25 06:01 AM,06/05/25 01:29 PM,1288304,Outbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v2,6a961ac0-8651-42a6-8fe9-17808b8c6b6e
YES,,Queue: C_FAKE_CHAT,message,Vitória Novaes; Srta. Maria Clara Carvalho,Porto da Cruz S/A,04/12/25 06:24 AM,03/30/25 07:29 AM,1074645,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v3,aefb4b37-a50e-45e7-8e77-b6893d407ee0
YES,,Queue: C_FAKE_WHATSAPP,message,Alice Barros,Rocha Barbosa S/A,03/27/25 01:14 AM,04/01/25 08:36 AM,219107,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v1,ded7fbb9-f454-4f98-a712-cefef330f931
YES,,Queue: C_FAKE_CHAT,call,Luiz Fernando Lopes,Nogueira,09/04/25 08:23 AM,06/03/25 05:12 PM,1004498,Outbound,,,C_FAKE_WHATSAPP,FAKE-WRAP-UP-COMPLETED,[LT] Fluxo_FAKE_v2,4a25cec8-c3fa-463d-829f-8b3904edf187
YES,,Queue: C_FAKE_WHATSAPP,call,Alice Peixoto,Barbosa S.A.,08/18/25 12:06 AM,01/14/25 11:35 PM,1140725,Inbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v1,7dd0a74b-952e-453e-bac0-e784357650f9
YES,,Queue: C_FAKE_WHATSAPP,call,João Felipe Cardoso,Isadora Silva,03/05/25 06:15 PM,06/04/25 05:59 AM,760457,Inbound,,,C_FAKE_EMAIL,FAKE-WRAP-UP-TIMEOUT,[LT] Fluxo_FAKE_v3,01e1af8f-8946-4e5b-a6fa-3d5c3678a41a
YES,,Queue: C_FAKE_EMAIL,call,Sofia Gomes; Matheus Moura,da Cruz,03/20/25 06:55 AM,08/24/25 11:24 PM,1088537,Outbound,,,C_FAKE_CHAT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,53ba140f-321e-4462-95a0-db97419b7333
YES,,Queue: C_FAKE_CHAT,email,João Vitor Costa,Esther Porto,01/12/25 04:35 AM,06/23/25 12:45 AM,1498705,Inbound,,,C_FAKE_SUPPORT,FAKE-WRAP-UP-DELETED,[LT] Fluxo_FAKE_v3,abfe1fb5-a6c2-4716-b7bd-77509a7650dd
